"","id","countryCode","establishmentMeans","occurrenceRemarks","location"
"46180",132019,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"46181",7075,"BR","NATIVA","Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-MS-BR-SP-BR-RJ-BR-MG-BR-SE-BR-RN-BR-PI-BR-PE-BR-PB-BR-CE-BR-BA-BR-AL-BR-GO"
"46182",26850,"BR","NATIVA","Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pampa","BR-AL-BR-PA-BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-BA-BR-MS-BR-GO-BR-DF-BR-MT-BR-SE"
"46183",603933,"BR","NATIVA","Endemica/Mata Atlântica","BR-PR-BR-SC-BR-RS-BR-ES-BR-MG-BR-SP-BR-RJ-BR-BA"
"46184",110429,"BR","NATIVA","Endemica/Amazônia","BR-PA"
"46185",16964,"BR","NATIVA","Endemica/Caatinga","BR-MG-BR-BA"
"46186",79652,"BR","NATIVA","Endemica/Amazônia","BR-PA-BR-AM"
"46187",16970,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-RJ-BR-MG-BR-RN-BR-PE-BR-PB-BR-CE-BR-BA-BR-MT-BR-GO"
"46188",603927,"BR","NATIVA","Não endemica/Amazônia","BR-PA-BR-AM-BR-AC"
"46189",32696,"BR","NATIVA","Não endemica/Pampa","BR-RS"
"46190",39418,"BR","NATIVA","Endemica/Cerrado","BR-TO"
"46191",14329,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pantanal","BR-MG-BR-PR-BR-SE-BR-PI-BR-PE-BR-PB-BR-MA-BR-CE-BR-BA-BR-AL-BR-TO-BR-RO-BR-PA-BR-AM-BR-MT-BR-MS-BR-GO"
"46192",7794,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-MA-BR-AL-BR-RN-BR-SE-BR-PE-BR-PB-BR-BA-BR-PA-BR-AM-BR-MT"
"46193",5873,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"46194",24356,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-PE-BR-AL-BR-RR-BR-RO-BR-PA-BR-AP-BR-AM-BR-AC-BR-GO"
"46195",7003,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-PR-BR-RS-BR-ES-BR-MG-BR-SP-BR-RJ-BR-GO-BR-MS-BR-MT-BR-DF-BR-SE-BR-RN-BR-PI-BR-PE-BR-PB-BR-MA-BR-CE-BR-BA-BR-AL-BR-RR-BR-RO-BR-PA-BR-AM-BR-AC-BR-SC"
"46196",31096,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"46197",115504,"BR","NATIVA","Endemica/Amazônia-Endemica/Mata Atlântica","BR-SP-BR-AM"
"46198",87357,"BR","NATIVA","Endemica/Amazônia","BR-RO-BR-PA-BR-AM-BR-MT-BR-AC"
"46199",603940,"BR","CULTIVADA","Não endemica/","BR-PR-BR-RS-BR-MG-BR-SP"
"46200",126504,"BR","CULTIVADA","Não endemica/","BR-RS-BR-SP-BR-PR"
"46201",87359,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Mata Atlântica","BR-RR-BR-PA-BR-PE-BR-CE-BR-AL-BR-MT"
"46202",603938,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SP"
"46203",102955,"BR","NATIVA","Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pampa","BR-SP-BR-RJ-BR-MG-BR-SC-BR-RS-BR-PR-BR-BA-BR-GO-BR-DF"
"46204",31145,"BR","NATIVA","Endemica/Cerrado","BR-GO-BR-DF"
"46205",31162,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"46206",1418,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-MG"
"46207",127975,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"46208",1419,"BR","NATIVA","Endemica/Cerrado","BR-SP-BR-MG"
"46209",1411,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"46210",122369,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-PI-BR-BA-BR-TO-BR-GO"
"46211",116534,"BR","NATIVA","Não endemica/Mata Atlântica-Não endemica/Pampa","BR-SC-BR-RS-BR-PR-BR-MS"
"46212",109615,"BR","NATURALIZADA","Não endemica/Mata Atlântica","BR-SP"
"46213",1415,"BR","NATIVA","Endemica/Caatinga","BR-MG-BR-BA"
"46214",97412,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Mata Atlântica","BR-SP-BR-PE-BR-BA-BR-PA-BR-AM"
"46215",1416,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-PI-BR-PE-BR-BA-BR-GO"
"46216",1515,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"46217",123608,"BR","NATIVA","Não endemica/Amazônia","BR-PA"
"46218",596934,"BR","NATIVA","Endemica/Mata Atlântica","BR-PR-BR-SC-BR-MG-BR-SP-BR-RJ-BR-BA"
"46219",23685,"BR","NATIVA","Não endemica/Amazônia","BR-AC"
"46220",20865,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"46221",23687,"BR","NATIVA","Não endemica/Amazônia","BR-AM-BR-AC"
"46222",31206,"BR","NATIVA","Endemica/","NA"
"46223",31161,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-RJ-BR-SP-BR-MG-BR-SC-BR-PR-BR-DF"
"46224",1420,"BR","NATIVA","Endemica/Mata Atlântica","BR-MG"
"46225",109616,"BR","NATURALIZADA","Não endemica/Mata Atlântica-Não endemica/Pampa","BR-SP-BR-RJ-BR-RS"
"46226",100957,"BR","NATIVA","Não endemica/Mata Atlântica-Não endemica/Pampa","BR-SP-BR-RJ-BR-MG-BR-SC-BR-RS-BR-PR"
"46227",85196,"BR","NATIVA","Não endemica/Amazônia","BR-PA-BR-AM"
"46228",582562,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"46229",17003,"BR","NATURALIZADA","Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-PB-BR-MG-BR-SE-BR-RN-BR-PE-BR-MA-BR-CE-BR-BA-BR-GO-BR-DF"
"46230",100950,"BR","NATIVA","Endemica/Mata Atlântica-Endemica/Pampa","BR-SC-BR-RS"
"46231",7938,"BR","NATIVA","Endemica/Mata Atlântica","BR-MG"
"46232",109766,"BR","CULTIVADA","Não endemica/","BR-RJ-BR-RS"
"46233",109765,"BR","CULTIVADA","Não endemica/","BR-SP-BR-RJ-BR-MG-BR-PR"
"46234",7942,"BR","NATIVA","Endemica/Mata Atlântica","BR-MG"
"46235",6709,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pampa","BR-SP-BR-RJ-BR-MG-BR-SC-BR-RS-BR-PR-BR-DF"
"46236",6707,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pampa","BR-SP-BR-SC-BR-RS-BR-PR-BR-BA"
"46237",117080,"BR","NATIVA","Não endemica/Pampa","BR-RS"
"46238",100961,"BR","NATIVA","Endemica/Mata Atlântica","BR-SC"
"46239",7070,"BR","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-DF-BR-TO-BR-RO-BR-MS-BR-MT-BR-PB-BR-SP-BR-MG-BR-PE-BR-BA-BR-AL-BR-GO"
"46240",6706,"BR","NATURALIZADA","Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pampa","BR-SC-BR-RS"
"46241",87365,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"46242",27282,"BR","NATIVA","Endemica/Cerrado","BR-GO-BR-MG-BR-DF"
"46243",7026,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Mata Atlântica","BR-PA-BR-AP-BR-AM-BR-AC-BR-MT-BR-TO-BR-RJ-BR-SE-BR-RN-BR-PI-BR-PE-BR-PB-BR-MA-BR-CE-BR-BA-BR-AL-BR-RR-BR-RO"
"46244",27261,"BR","NATIVA","Endemica/Cerrado","BR-GO-BR-DF"
"46245",116457,"BR","NATIVA","/Mata Atlântica","BR-BA-BR-MG"
"46246",27267,"BR","NATIVA","Endemica/Cerrado","BR-GO-BR-DF"
"46247",4212,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA-BR-SP-BR-RJ-BR-MG-BR-ES-BR-PR"
"46248",36328,"BR","NATIVA","Não endemica/Cerrado","BR-GO-BR-MS"
"46249",4204,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pantanal","BR-SP-BR-MG-BR-RS-BR-PR-BR-MT-BR-MS"
"46250",28406,"BR","NATIVA","Não endemica/Cerrado","BR-MG-BR-MS"
"46251",36358,"BR","NATIVA","Não endemica/Pampa","BR-RS"
"46252",36360,"BR","NATIVA","Não endemica/Mata Atlântica-Não endemica/Pampa","BR-SC-BR-RS-BR-PR"
"46253",26961,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"46254",26988,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-GO-BR-DF"
"46255",22437,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-PA-BR-AM-BR-AC"
"46256",27281,"BR","NATIVA","Endemica/Cerrado","BR-SP-BR-MG-BR-MS-BR-GO-BR-DF"
"46257",27289,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-MG-BR-SC-BR-PR-BR-GO-BR-DF"
"46258",4206,"BR","NATIVA","Endemica/Mata Atlântica","BR-SC"
"46259",6713,"BR","NATURALIZADA","Não endemica/Pampa","BR-RS"
"46260",6712,"BR","NATIVA","Endemica/Pampa","BR-RS"
"46261",6710,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"46262",7874,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-MG"
"46263",583186,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA"
"46264",7872,"BR","NATIVA","Endemica/Mata Atlântica","BR-MG"
"46265",19652,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"46266",19654,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"46267",8329,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-RJ-BR-MG"
"46268",79898,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"46269",116454,"BR","NATIVA","Endemica/Cerrado","BR-ES-BR-MG"
"46270",22556,"BR","NATIVA","Não endemica/Amazônia","BR-PA-BR-AM-BR-AC"
"46271",8346,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-ES-BR-MG"
"46272",110560,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-SC-BR-PR"
"46273",14600,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA"
"46274",7875,"BR","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-AL-BR-MG-BR-ES-BR-PE-BR-PB-BR-BA"
"46275",110587,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"46276",8347,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-MT-BR-SP-BR-RJ-BR-MG-BR-MS-BR-GO-BR-DF"
"46277",124597,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-GO-BR-DF"
"46278",25447,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"46279",7876,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-BA"
"46280",25182,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-MA-BR-CE-BR-BA-BR-TO-BR-MT-BR-GO"
"46281",7039,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-MT-BR-MS-BR-GO"
"46282",4209,"BR","NATIVA","Não endemica/Cerrado","BR-PR-BR-SC-BR-MG-BR-SP"
"46283",603946,"BR","NATIVA","Não endemica/","BR-PR-BR-SC-BR-RS-BR-SP-BR-RJ"
"46284",14805,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-PR-BR-BA-BR-MT-BR-MS-BR-GO-BR-DF"
"46285",116458,"BR","NATIVA","Endemica/Cerrado","BR-RJ-BR-MG"
"46286",108817,"BR","NATIVA","Não endemica/Pampa","BR-RS"
"46287",20536,"BR","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-MT-BR-DF-BR-SE-BR-SP-BR-RJ-BR-MG-BR-ES-BR-PR-BR-RN-BR-PI-BR-PE-BR-PB-BR-BA-BR-AL-BR-PA-BR-GO"
"46288",16999,"BR","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-PR-BR-MG-BR-MA-BR-TO-BR-PA-BR-MT-BR-GO"
"46289",21713,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-AM-BR-AC"
"46290",21716,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-AC"
"46291",78319,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"46292",8315,"BR","NATIVA","Endemica/Mata Atlântica","BR-RS"
"46293",8316,"BR","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-RS-BR-PR"
"46294",8321,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-MG-BR-ES-BR-BA-BR-GO"
"46295",110597,"BR","NATIVA","Endemica/Cerrado","BR-SP-BR-MT-BR-GO-BR-DF"
"46296",20545,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-BA-BR-GO-BR-DF"
"46297",30182,"BR","NATIVA","Não endemica/Cerrado","BR-MT-BR-MS-BR-GO"
"46298",8334,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG"
"46299",7873,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES"
"46300",14871,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-TO-BR-GO-BR-DF"
"46301",8326,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-SC-BR-PR"
"46302",8338,"BR","NATIVA","Não endemica/Mata Atlântica","BR-RS"
"46303",8336,"BR","NATIVA","Não endemica/Mata Atlântica","BR-RS"
"46304",8342,"BR","NATIVA","Endemica/Mata Atlântica","BR-RS"
"46305",8354,"BR","NATIVA","Endemica/Mata Atlântica","BR-SC"
"46306",8350,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-GO-BR-DF-BR-SP-BR-RJ-BR-MG"
"46307",5534,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-RS-BR-PR"
"46308",127983,"BR","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-ES-BR-MG"
"46309",129760,"BR","NATIVA","Não endemica/Pantanal","BR-MS"
"46310",603956,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"46311",116256,"BR","NATIVA","Não endemica/Pantanal","BR-MS"
"46312",603964,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"46313",603952,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"46314",1481,"BR","NATIVA","Endemica/Caatinga","BR-MG"
"46315",7031,"BR","NATIVA","Endemica/Cerrado","BR-MT-BR-TO-BR-SP-BR-MG-BR-PR-BR-MS-BR-GO-BR-DF"
"46316",603955,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"46317",102856,"BR","NATIVA","Não endemica/Pampa","BR-RS"
"46318",582381,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"46319",116249,"BR","NATIVA","Não endemica/Pantanal","BR-GO-BR-MT-BR-MS"
"46320",7056,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-TO-BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-SE-BR-RN-BR-PI-BR-PE-BR-PB-BR-MA-BR-CE-BR-BA-BR-AL-BR-RO-BR-PA-BR-AM-BR-AC-BR-MT-BR-MS-BR-GO-BR-DF"
"46321",16074,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA"
"46322",17019,"BR","NATIVA","Endemica/Caatinga","BR-SE-BR-PI-BR-PE-BR-CE-BR-AL-BR-MG-BR-RN-BR-PB-BR-BA"
"46323",83975,"BR","NATIVA","Não endemica/Amazônia","BR-RR-BR-AM"
"46324",104604,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SP-BR-SC-BR-RS-BR-PR"
"46325",1541,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Pantanal","BR-MG-BR-MS"
"46326",597777,"BR","NATURALIZADA","Não endemica/Caatinga-Não endemica/Mata Atlântica","BR-BA-BR-AL"
"46327",7083,"BR","NATIVA","Endemica/Cerrado","BR-SP-BR-MG"
"46328",16963,"BR","NATIVA","Endemica/Caatinga","BR-RN-BR-PE-BR-BA"
"46329",22558,"BR","NATIVA","Endemica/Amazônia","BR-RR-BR-AM-BR-AC"
"46330",102393,"BR","NATIVA","Não endemica/Pantanal","BR-MS"
"46331",603959,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"46332",7066,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pantanal","BR-MG-BR-PE-BR-SP-BR-PR-BR-RO-BR-PA-BR-AP-BR-MT-BR-MS"
"46333",127091,"BR","NATIVA","Endemica/Cerrado","BR-BA"
"46334",603962,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"46335",603953,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"46336",17027,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-ES-BR-PB-BR-BA"
"46337",17022,"BR","NATIVA","Não endemica/Caatinga-Não endemica/Cerrado","BR-RN-BR-PE-BR-CE-BR-BA-BR-MT-BR-MS"
"46338",25347,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-PI-BR-BA-BR-TO-BR-MT-BR-MS-BR-GO"
"46339",34427,"BR","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-RJ-BR-ES"
"46340",1485,"BR","NATIVA","Não endemica/Cerrado","BR-TO-BR-MT-BR-MS-BR-GO"
"46341",128029,"BR","NATURALIZADA","Não endemica/Mata Atlântica","BR-PE"
"46342",1493,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"46343",22557,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado","BR-RR-BR-TO-BR-PI-BR-MA-BR-PA-BR-AM-BR-AC-BR-GO"
"46344",603947,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-GO-BR-PI-BR-BA"
"46345",16949,"BR","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-MT-BR-PE-BR-RN-BR-CE-BR-BA-BR-PA"
"46346",123601,"BR","NATIVA","Não endemica/Mata Atlântica-Não endemica/Pampa","NA"
"46347",7045,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SE-BR-AP-BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-RN-BR-PE-BR-PB-BR-CE-BR-BA-BR-AL-BR-AM-BR-MT-BR-MS-BR-GO-BR-DF"
"46348",16992,"BR","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-PB-BR-PR-BR-RJ-BR-TO-BR-RN-BR-PI-BR-PE-BR-MA-BR-CE-BR-BA-BR-RO-BR-PA-BR-AP-BR-AM-BR-MT-BR-GO"
"46349",7058,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Mata Atlântica","BR-RJ-BR-SP-BR-MG-BR-SE-BR-PI-BR-BA-BR-RO-BR-PA-BR-AM-BR-AC"
"46350",603963,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"46351",5061,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP"
"46352",111703,"BR","NATIVA","Não endemica/Amazônia","BR-PA"
"46353",116376,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES"
"46354",28381,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-PR-BR-MG-BR-RJ-BR-BA-BR-AC-BR-PI-BR-CE-BR-RR-BR-AM"
"46355",22042,"BR","NATIVA","Não endemica/Amazônia","BR-AP-BR-PA-BR-AM-BR-AC"
"46356",128019,"BR","NATURALIZADA","Não endemica/Cerrado","BR-RJ-BR-BA-BR-SP-BR-MS"
"46357",13950,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"46358",603970,"BR","NATIVA","Endemica/Caatinga","BR-PB"
"46359",128020,"BR","NATIVA","Não endemica/Pantanal","BR-MS"
"46360",1521,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"46361",103039,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado","BR-MG-BR-PA-BR-AM-BR-MT"
"46362",134253,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-PR-BR-SC-BR-SP"
"46363",34319,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"46364",13954,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"46365",33415,"BR","NATIVA","Não endemica/Caatinga-Não endemica/Cerrado","BR-BA"
"46366",603957,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"46367",603950,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"46368",603951,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"46369",603954,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"46370",603958,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"46371",603960,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"46372",603961,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"46373",603966,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"46374",603965,"BR","NATIVA","Endemica/Mata Atlântica","BR-MG"
"46375",603968,"BR","NATIVA","Não endemica/Amazônia","BR-RO"
"46376",1517,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-AP-BR-MG-BR-BA"
"46377",77933,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"46378",38797,"BR","NATIVA","Não endemica/Amazônia","BR-AP"
"46379",102853,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Pampa","BR-SC-BR-PR-BR-SP-BR-RS"
"46380",13963,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ"
"46381",13965,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"46382",38800,"BR","NATIVA","Não endemica/Amazônia","BR-AP"
"46383",109782,"BR","CULTIVADA","Não endemica/Amazônia","BR-MG-BR-PE-BR-PB-BR-BA-BR-RO-BR-AM"
"46384",13968,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"46385",13973,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ"
"46386",16024,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"46387",6980,"BR","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-AL-BR-CE-BR-BA-BR-PE-BR-PB"
"46388",13984,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-SP"
"46389",13974,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-SC-BR-RS-BR-PR"
"46390",109630,"BR","NATURALIZADA","Não endemica/Mata Atlântica-Não endemica/Pampa","BR-TO-BR-SP-BR-RJ-BR-SC-BR-RS-BR-PR"
"46391",7943,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"46392",28396,"BR","NATIVA","Endemica/Cerrado","BR-MT-BR-MS-BR-GO-BR-DF"
"46393",5522,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-MG-BR-MT-BR-GO"
"46394",109220,"BR","NATIVA","Endemica/Cerrado","BR-BA-BR-PE-BR-GO"
"46395",103637,"BR","NATIVA","Não endemica/Mata Atlântica-Não endemica/Pantanal","BR-MS-BR-SC-BR-RS"
"46396",15037,"BR","NATIVA","Não endemica/Mata Atlântica","BR-PR"
"46397",15036,"BR","NATIVA","Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica-Não endemica/Pantanal","BR-RO-BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-SE-BR-RN-BR-PI-BR-PE-BR-PB-BR-MA-BR-CE-BR-BA-BR-AL-BR-MT-BR-MS-BR-GO-BR-DF"
"46398",7024,"BR","NATIVA","Não endemica/Cerrado","BR-SP-BR-MG-BR-PR-BR-MT-BR-MS-BR-GO-BR-DF"
"46399",126458,"BR","NATIVA","Endemica/Mata Atlântica","BR-PE"
"46400",16351,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-PI-BR-BA-BR-TO"
"46401",5942,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-ES-BR-SE-BR-PE-BR-PB-BR-BA-BR-AL"
"46402",110176,"BR","NATIVA","Endemica/Cerrado","BR-BA-BR-MG"
"46403",603605,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"46404",26373,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-GO-BR-DF"
"46405",28389,"BR","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-CE-BR-PA-BR-MG-BR-BA-BR-MT-BR-GO"
"46406",603974,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Mata Atlântica","BR-SP-BR-BA-BR-AL-BR-AM"
"46407",116438,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SC-BR-RS-BR-SP-BR-RJ-BR-MG-BR-ES-BR-PR"
"46408",16980,"BR","NATIVA","Endemica/","NA"
"46409",127737,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SE-BR-GO"
"46410",103765,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"46411",595690,"BR","NATIVA","/Caatinga-/Mata Atlântica","BR-AL-BR-SE"
"46412",16950,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SE-BR-PB-BR-CE-BR-MG-BR-PE-BR-BA-BR-MT-BR-GO"
"46413",135218,"BR","NATIVA","Não endemica/Mata Atlântica","BR-PR-BR-SC-BR-RS"
"46414",15081,"BR","NATURALIZADA","Não endemica/Mata Atlântica","BR-ES-BR-MG-BR-PE-BR-SC-BR-RS-BR-RJ-BR-SP-BR-PR-BR-SE-BR-RN-BR-BA-BR-PB-BR-AL"
"46415",15082,"BR","NATURALIZADA","Não endemica/Mata Atlântica","BR-PR-BR-RS-BR-ES-BR-RJ-BR-SP-BR-MG-BR-SC"
"46416",6979,"BR","NATIVA","Não endemica/Mata Atlântica","BR-PR"
"46417",14767,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP"
"46418",126457,"BR","NATIVA","/Mata Atlântica","BR-SC-BR-RS-BR-PR"
