"","id","countryCode","establishmentMeans","occurrenceRemarks","location"
"13828",112172,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13829",30359,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13830",30361,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13831",30365,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-MT-BR-GO-BR-DF"
"13832",30367,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13833",30368,"BR","NATIVA","Endemica/Cerrado","BR-TO-BR-GO"
"13834",30370,"BR","NATIVA","Endemica/Cerrado","BR-MT"
"13835",30371,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13836",79223,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13837",30372,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13838",30373,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13839",19377,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13840",115312,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13841",30377,"BR","NATIVA","Endemica/Cerrado","BR-SP-BR-MG-BR-MT-BR-MS-BR-GO"
"13842",30378,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13843",19378,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-BA"
"13844",30379,"BR","NATIVA","Endemica/Cerrado","BR-GO-BR-TO"
"13845",30380,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13846",19379,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG"
"13847",30384,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13848",19380,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-BA"
"13849",30386,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13850",30387,"BR","NATIVA","Endemica/Cerrado","BR-GO-BR-DF"
"13851",30388,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13852",30391,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13853",30393,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13854",115317,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13855",8777,"BR","NATIVA","Endemica/Cerrado","BR-SP-BR-MG"
"13856",131030,"BR","NATIVA","Endemica/Mata Atlântica","BR-RS"
"13857",37167,"BR","NATURALIZADA","Não endemica/Caatinga-Não endemica/Mata Atlântica","BR-MG-BR-CE-BR-BA-BR-RJ"
"13858",30422,"BR","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-TO-BR-RO-BR-SP-BR-MG-BR-PR-BR-MT-BR-MS-BR-GO-BR-DF"
"13859",8807,"BR","NATIVA","Endemica/Amazônia-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-BA-BR-AM"
"13860",8786,"BR","NATIVA","Não endemica/Mata Atlântica-Não endemica/Pampa","BR-RS"
"13861",30406,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado","BR-MG-BR-GO-BR-PA"
"13862",116910,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-MG-BR-SP-BR-SC-BR-RS-BR-PR"
"13863",84707,"BR","NATIVA","Não endemica/Amazônia","BR-RR-BR-PA-BR-AM"
"13864",19404,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado","BR-TO-BR-SP-BR-MG-BR-MA-BR-BA-BR-PA-BR-MT-BR-MS-BR-GO-BR-DF"
"13865",130955,"BR","NATIVA","Endemica/Mata Atlântica","BR-MG"
"13866",19400,"BR","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Cerrado","BR-PI-BR-PE-BR-MA-BR-CE-BR-BA-BR-TO-BR-PA-BR-AC-BR-GO-BR-DF-BR-MG"
"13867",30427,"BR","NATIVA","Não endemica/Cerrado","BR-MS-BR-MT-BR-GO"
"13868",19382,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-BA"
"13869",84703,"BR","NATIVA","Endemica/Amazônia","BR-RR-BR-AM"
"13870",84705,"BR","NATIVA","Não endemica/Amazônia","BR-PA-BR-AM"
"13871",101484,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"13872",106814,"BR","NATIVA","Não endemica/Amazônia","BR-MT-BR-MA-BR-RR-BR-AM-BR-AC-BR-RO-BR-PA-BR-AP"
"13873",102455,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Pantanal","BR-MS-BR-MT"
"13874",101397,"BR","NATIVA","Não endemica/Amazônia","BR-RR"
"13875",30437,"BR","NATIVA","Endemica/Cerrado","BR-SP-BR-PR"
"13876",25704,"BR","NATIVA","/Caatinga","BR-MG-BR-BA"
"13877",19421,"BR","NATIVA","Endemica/Cerrado","BR-GO-BR-SE-BR-MG-BR-BA"
"13878",19418,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-PI-BR-RR-BR-RO-BR-ES-BR-BA-BR-MG-BR-MA-BR-TO-BR-PA-BR-AM-BR-AC-BR-MT-BR-MS-BR-GO"
"13879",84720,"BR","NATIVA","Não endemica/Amazônia","BR-AM-BR-RR"
"13880",30440,"BR","NATIVA","Endemica/Cerrado","BR-MS-BR-MT-BR-MG-BR-BA-BR-GO"
"13881",30452,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-GO"
"13882",8835,"BR","NATIVA","Endemica/Amazônia-Endemica/Cerrado-Endemica/Mata Atlântica-Endemica/Pantanal","BR-BA-BR-TO-BR-PA-BR-SP-BR-MG-BR-PR-BR-MT-BR-MS-BR-GO-BR-DF"
"13883",25708,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13884",8812,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG"
"13885",84708,"BR","NATIVA","Não endemica/Amazônia","BR-AP-BR-AM"
"13886",8813,"BR","NATIVA","Endemica/Mata Atlântica","BR-RS-BR-PR"
"13887",8820,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"13888",101422,"BR","NATIVA","Não endemica/Amazônia","BR-MT-BR-RR-BR-AM-BR-AC"
"13889",30428,"BR","NATIVA","Não endemica/Cerrado","BR-MT-BR-GO"
"13890",101408,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"13891",101400,"BR","NATIVA","Endemica/Pantanal","BR-MT-BR-MS"
"13892",101398,"BR","NATIVA","Não endemica/Amazônia","BR-MA-BR-RO-BR-PA-BR-AM-BR-AC-BR-MT"
"13893",101461,"BR","NATIVA","Não endemica/Amazônia","BR-RR"
"13894",84697,"BR","NATIVA","Não endemica/Amazônia","BR-RR-BR-RO"
"13895",8823,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA"
"13896",8824,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-MG-BR-BA"
"13897",84701,"BR","NATIVA","Não endemica/Amazônia","BR-RR"
"13898",19416,"BR","NATIVA","/Mata Atlântica","BR-SC-BR-PR-BR-SP"
"13899",102456,"BR","NATIVA","Não endemica/Pantanal","BR-MS-BR-MT"
"13900",8834,"BR","NATIVA","Não endemica/Mata Atlântica","BR-AM-BR-ES-BR-BA"
"13901",84727,"BR","NATIVA","Endemica/Amazônia-Endemica/Mata Atlântica","BR-ES-BR-PA-BR-AM"
"13902",101538,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"13903",19381,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-PI-BR-BA"
"13904",30397,"BR","NATIVA","Endemica/Cerrado","BR-TO"
"13905",79224,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13906",8828,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA"
"13907",8829,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA"
"13908",19417,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MA-BR-PI-BR-BA"
"13909",84730,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"13910",84716,"BR","NATIVA","Não endemica/Amazônia","BR-PA-BR-AP"
"13911",30441,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13912",101460,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"13913",23496,"BR","NATIVA","Não endemica/Amazônia","BR-AP-BR-RO-BR-PA-BR-AM-BR-AC"
"13914",23495,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Mata Atlântica","BR-ES-BR-MA-BR-BA-BR-RR-BR-PA-BR-AP-BR-AM-BR-AC"
"13915",84726,"BR","NATIVA","Não endemica/Amazônia","BR-MA-BR-PA-BR-AP"
"13916",84728,"BR","NATIVA","Não endemica/Amazônia","BR-RR-BR-PA-BR-AM"
"13917",84743,"BR","NATIVA","Não endemica/Amazônia","BR-RR-BR-RO-BR-PA-BR-AM-BR-MT"
"13918",84709,"BR","NATIVA","Não endemica/Amazônia","BR-MA-BR-PA"
"13919",79231,"BR","NATIVA","Endemica/Amazônia","BR-PA"
"13920",84734,"BR","NATIVA","Não endemica/Amazônia","BR-PA-BR-AM"
"13921",84737,"BR","NATIVA","Não endemica/Amazônia","BR-RR-BR-AM-BR-AC"
"13922",8811,"BR","NATIVA","Endemica/Mata Atlântica","BR-PR-BR-SP-BR-RJ"
"13923",30426,"BR","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-RO-BR-AC-BR-AM-BR-MT"
"13924",19408,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"13925",30429,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG"
"13926",84693,"BR","NATIVA","Endemica/Amazônia","BR-PA-BR-AM"
"13927",19411,"BR","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Cerrado","BR-SE-BR-PB-BR-SP-BR-MG-BR-PI-BR-PE-BR-MA-BR-CE-BR-BA-BR-AL-BR-TO-BR-RO-BR-PA-BR-MT-BR-MS-BR-GO-BR-DF"
"13928",30430,"BR","NATIVA","Não endemica/Cerrado","BR-PR-BR-PI-BR-BA-BR-TO-BR-SP-BR-MG-BR-MT-BR-MS-BR-GO-BR-DF"
"13929",30431,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-DF-BR-MG-BR-BA-BR-GO"
"13930",84704,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-PA-BR-AM"
"13931",25712,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-MS-BR-MT-BR-MA-BR-BA-BR-GO"
"13932",30462,"BR","NATIVA","Endemica/Cerrado","BR-MS-BR-SP-BR-MG-BR-GO"
"13933",8842,"BR","NATIVA","/Mata Atlântica","BR-BA-BR-RJ"
"13934",25912,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-GO-BR-DF-BR-BA"
"13935",101404,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-AM"
"13936",8841,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-SP-BR-SC-BR-RS-BR-PR"
"13937",101416,"BR","NATIVA","Não endemica/Amazônia","BR-RO"
"13938",30436,"BR","NATIVA","Endemica/Cerrado","BR-TO-BR-BA-BR-SP-BR-MG-BR-MS-BR-GO-BR-DF"
"13939",30435,"BR","NATIVA","Endemica/Cerrado","BR-SP-BR-MG-BR-MT-BR-MS-BR-GO"
"13940",102459,"BR","NATIVA","Não endemica/Cerrado","BR-MS-BR-MT"
"13941",119907,"BR","CULTIVADA","Não endemica/","NA"
"13942",23498,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado","BR-RR-BR-PA-BR-MA-BR-TO-BR-RO-BR-AP-BR-AM-BR-AC-BR-MT"
"13943",19436,"BR","NATIVA","Não endemica/Cerrado","BR-SP-BR-MG-BR-MA-BR-BA-BR-MT-BR-MS-BR-GO-BR-DF"
"13944",19437,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-BA"
"13945",19438,"BR","NATIVA","Endemica/Cerrado","BR-BA"
"13946",30461,"BR","NATIVA","Endemica/Cerrado","BR-SP-BR-MG-BR-MT-BR-MS-BR-GO-BR-DF"
"13947",19434,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-AC-BR-PA-BR-AM-BR-ES-BR-PE-BR-SE-BR-TO-BR-RN-BR-PI-BR-MA-BR-SP-BR-MG-BR-PR-BR-BA-BR-AL-BR-RR-BR-MT-BR-MS-BR-GO-BR-DF"
"13948",101483,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13949",30463,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-GO"
"13950",30465,"BR","NATIVA","Endemica/Cerrado","BR-GO"
"13951",23501,"BR","NATIVA","Endemica/Amazônia","BR-AM-BR-AC"
"13952",101445,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-PA-BR-AP"
"13953",30446,"BR","NATIVA","Endemica/Cerrado","BR-SP-BR-MG-BR-GO-BR-DF"
"13954",30451,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-AM-BR-MT"
"13955",84767,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"13956",8851,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ"
"13957",101403,"BR","NATIVA","Endemica/Amazônia","BR-PA-BR-MT"
"13958",95561,"BR",NA,"/Mata Atlântica","BR-RS-BR-RJ-BR-PE"
"13959",84768,"BR","NATIVA","Endemica/Amazônia","BR-TO-BR-PA"
"13960",101406,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"13961",8857,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG"
"13962",25711,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-PR-BR-RN-BR-PI-BR-MA-BR-CE-BR-BA-BR-TO-BR-RR-BR-RO-BR-PA-BR-AM-BR-MT-BR-MS-BR-GO-BR-DF"
"13963",101407,"BR","NATIVA","Endemica/Amazônia","BR-RO"
"13964",8859,"BR","NATIVA","Endemica/Caatinga","BR-PI-BR-BA"
"13965",19441,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-SC-BR-RS-BR-PR-BR-PE-BR-AL"
"13966",30450,"BR","NATIVA","Endemica/Cerrado","BR-GO-BR-MG"
"13967",84744,"BR","NATIVA","Não endemica/Amazônia","BR-RO"
"13968",8840,"BR","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-ES-BR-SP-BR-RJ-BR-PR"
"13969",84742,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-AM"
"13970",30456,"BR","NATIVA","Endemica/Cerrado","BR-BA-BR-SP-BR-MG"
"13971",8846,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Mata Atlântica","BR-RO-BR-AP-BR-AM-BR-MA-BR-RJ-BR-MG-BR-ES-BR-PE-BR-BA-BR-AL-BR-RR-BR-PA"
"13972",30458,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-PI"
"13973",25709,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13974",84725,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"13975",101539,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"13976",109169,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA-BR-RS-BR-SP"
"13977",84774,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"13978",101458,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13979",30444,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13980",84764,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"13981",30455,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-MT"
"13982",84731,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"13983",101537,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"13984",101492,"BR","NATIVA","Endemica/Amazônia","BR-PA"
"13985",19423,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-BA"
"13986",84741,"BR","NATIVA","Endemica/Amazônia","BR-RO-BR-AM-BR-MT"
"13987",84745,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"13988",84748,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"13989",39618,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"13990",30457,"BR","NATIVA","Não endemica/Amazônia","BR-AC-BR-RR"
"13991",23497,"BR","NATIVA","Não endemica/Amazônia","BR-AM-BR-AC"
"13992",19424,"BR","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-PA-BR-MG-BR-MT-BR-TO-BR-MA-BR-BA-BR-GO"
"13993",84732,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"13994",84733,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"13995",8868,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA"
"13996",19443,"BR","NATIVA","Endemica/Cerrado","BR-BA"
"13997",8867,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA"
"13998",8871,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-SP-BR-RJ-BR-MG"
"13999",8883,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Mata Atlântica-Não endemica/Pampa-Não endemica/Pantanal","BR-MS-BR-SP-BR-SC-BR-RS-BR-PR-BR-MT"
"14000",101402,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"14001",8854,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SC-BR-RS-BR-PR"
"14002",19439,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado","BR-PE-BR-TO-BR-MG-BR-MA-BR-CE-BR-BA-BR-MT-BR-MS-BR-GO-BR-DF"
"14003",84765,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-PA-BR-AM-BR-MT"
"14004",19440,"BR","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-PI-BR-TO-BR-PA"
"14005",8853,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-ES-BR-SP-BR-RJ-BR-MG-BR-SC-BR-RS-BR-PR-BR-BA-BR-MT-BR-MS-BR-GO"
"14006",8856,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA"
"14007",101405,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-BA"
"14008",25710,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado","BR-DF-BR-SP-BR-MG-BR-PR-BR-RN-BR-PI-BR-PE-BR-PB-BR-MA-BR-CE-BR-BA-BR-RO-BR-MT-BR-MS-BR-GO"
"14009",101414,"BR","NATIVA","Não endemica/Amazônia","BR-MT-BR-RO-BR-BA-BR-RR-BR-PA-BR-AP-BR-AM"
"14010",30449,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado","BR-RO-BR-MT"
"14011",19430,"BR","NATIVA","Endemica/Cerrado","BR-BA"
"14012",79233,"BR","NATIVA","Não endemica/Amazônia","BR-MT-BR-RO-BR-PA-BR-AM"
"14013",19426,"BR","NATIVA","Endemica/Cerrado","BR-MS-BR-TO-BR-SP-BR-MG-BR-BA-BR-MT-BR-GO-BR-DF"
"14014",19460,"BR","NATIVA","/Cerrado","BR-MS-BR-SP-BR-GO-BR-DF"
"14015",8898,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ"
"14016",101415,"BR","NATIVA","Não endemica/Caatinga-Não endemica/Cerrado","BR-BA-BR-PE"
"14017",25713,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-BA-BR-TO"
"14018",101489,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"14019",19455,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-DF-BR-ES-BR-MS-BR-TO-BR-SP-BR-MG-BR-BA-BR-RO-BR-PA-BR-AC-BR-MT-BR-GO"
"14020",84772,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"14021",84773,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"14022",102458,"BR","NATIVA","/Amazônia","BR-RO"
"14023",8866,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"14024",8869,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-MG-BR-PR-BR-MS"
"14025",23504,"BR","NATIVA","Não endemica/Amazônia","BR-AC"
"14026",8870,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA"
"14027",8899,"BR","NATIVA","Endemica/Mata Atlântica","BR-PR-BR-ES-BR-SP-BR-RJ-BR-BA"
"14028",114627,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP"
"14029",19447,"BR","NATIVA","/Cerrado","BR-SP-BR-MG-BR-BA-BR-MS-BR-GO-BR-DF"
"14030",8874,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES"
"14031",79236,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"14032",84775,"BR","NATIVA","Endemica/Amazônia","BR-PA-BR-AP-BR-AM"
"14033",108641,"BR","NATIVA","Não endemica/Amazônia","BR-AM-BR-PA-BR-AP"
"14034",8880,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ"
"14035",114722,"BR","NATIVA","/Amazônia","BR-AM"
"14036",30471,"BR","NATIVA","Endemica/Cerrado","BR-RS-BR-PR"
"14037",8879,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-SP-BR-MG-BR-PR"
"14038",23506,"BR","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-RO-BR-MS-BR-MT-BR-RR-BR-PA-BR-AM-BR-AC"
"14039",84782,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"14040",8881,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES"
"14041",8882,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ"
"14042",84777,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-PA-BR-AM"
"14043",8884,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES"
"14044",30472,"BR","NATIVA","Endemica/Cerrado","BR-MT-BR-MS"
"14045",114623,"BR","NATIVA","Não endemica/Pampa","BR-MS-BR-RS"
"14046",8887,"BR","NATIVA","Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR-BR-BA"
"14047",102461,"BR","NATIVA","Não endemica/Cerrado","BR-MT"
"14048",8890,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES"
"14049",30474,"BR","NATIVA","Endemica/Cerrado","BR-MT"
"14050",8892,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA"
"14051",8893,"BR","NATIVA","Endemica/Mata Atlântica","BR-PR"
"14052",84784,"BR","NATIVA","Não endemica/Amazônia","BR-PA-BR-AP"
"14053",79238,"BR","NATIVA","Endemica/Amazônia","BR-RR"
"14054",8894,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR-BR-BA"
"14055",8895,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-SE-BR-RN-BR-PE-BR-PB-BR-BA-BR-AL"
"14056",8897,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"14057",30475,"BR","NATIVA","/Cerrado","BR-GO-BR-DF"
"14058",23507,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-AM-BR-AC"
"14059",30476,"BR","NATIVA","Endemica/Cerrado","BR-MG-BR-MS"
"14060",116546,"BR","NATIVA","/Caatinga-/Cerrado","BR-PE"
"14061",102457,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Pantanal","BR-PA-BR-AM-BR-MT"
"14062",8902,"BR","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES"
"14063",84786,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-PA-BR-AM"
"14064",102462,"BR","NATIVA","Não endemica/Cerrado","BR-MS"
"14065",84788,"BR","NATIVA","Não endemica/Amazônia","BR-RO-BR-RR-BR-PA-BR-AP-BR-AM"
"14066",8904,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ"
"14067",8905,"BR","NATIVA","Endemica/Mata Atlântica","BR-SP"
"14068",8885,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-BA"
"14069",8888,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA"
"14070",8901,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA"
"14071",19456,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-PI-BR-BA"
"14072",114941,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-PI-BR-CE-BR-BA"
"14073",19459,"BR","NATIVA","Endemica/Caatinga","BR-BA"
"14074",8896,"BR","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA"
"14075",30477,"BR","NATIVA","/Cerrado","BR-SP-BR-MS-BR-MG-BR-BA-BR-TO-BR-MT-BR-GO-BR-DF"
"14076",19457,"BR","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-SP-BR-MG-BR-BA-BR-GO-BR-DF"
"14077",19446,"BR","NATIVA","Endemica/Caatinga","BR-PI-BR-BA"
"14078",19448,"BR","NATIVA","Endemica/Amazônia-Endemica/Caatinga","BR-PI-BR-PE-BR-PB-BR-BA-BR-PA"
"14079",8877,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA"
"14080",19449,"BR","NATIVA","/Cerrado","BR-BA-BR-SP-BR-PR-BR-MS-BR-GO"
"14081",8878,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA"
"14082",19450,"BR","NATIVA","/Caatinga-/Cerrado","BR-SP-BR-MG-BR-BA-BR-MT-BR-GO"
"14083",8886,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA"
"14084",8891,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Mata Atlântica","BR-ES-BR-SE-BR-BA-BR-RO-BR-AM-BR-AC"
"14085",12376,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-MG-BR-ES-BR-BA-BR-SP-BR-RJ-BR-SC-BR-PR-BR-RR-BR-RO-BR-PA-BR-AP-BR-MT"
"14086",84790,"BR","NATIVA","Não endemica/Amazônia","BR-AM"
"14087",83823,"BR","NATIVA","Não endemica/Amazônia","BR-MT-BR-MA-BR-RR-BR-RO-BR-PA-BR-AP-BR-AM-BR-AC"
"14088",8906,"BR","NATIVA","Endemica/Mata Atlântica","BR-BA-BR-ES-BR-RJ-BR-MG"
"14089",8911,"BR","NATIVA","Não endemica/Amazônia-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-MS-BR-SP-BR-RJ-BR-MG-BR-ES-BR-PR-BR-BA-BR-RO-BR-AC"
"14090",79239,"BR","NATIVA","Endemica/Amazônia","BR-AM"
"14091",30466,"BR","NATIVA","Não endemica/Cerrado","BR-GO-BR-MS"
"14092",8922,"BR","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES"
"14093",101430,"BR","NATIVA","Endemica/Cerrado","BR-MG"
"14094",8932,"BR","NATIVA","Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-SP-BR-ES-BR-MS-BR-RJ-BR-MG-BR-PR-BR-BA-BR-GO-BR-DF"
