"","original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nome_especie"
"223","Melastomataceae","Pleroma candolleanum (Mart. ex DC.) Triana","Pleroma candolleanum (Mart. ex DC.) Triana",602859,"Melastomataceae","Pleroma candolleanum (Mart. ex DC.) Triana",602859,NA,"LFB","name ok","","Pleroma candolleanum"
"224","Melastomataceae","Pleroma fissinervium Schrank et Mart. ex DC.","Pleroma fissinervium Schrank et Mart. ex DC.",603029,"Melastomataceae","Pleroma fissinervium Schrank et Mart. ex DC.",603029,NA,"LFB","name ok","","Pleroma fissinervium"
"225","Melastomataceae","Tibouchina barnebyana Wurdack","Tibouchina barnebyana Wurdack",19719,"Melastomataceae","Tibouchina barnebyana Wurdack",19719,NA,"LFB","name ok","","Tibouchina barnebyana"
"226","Melastomataceae","Tibouchina canescens (D.Don) Cogn.","Tibouchina canescens (D.Don) Cogn.",9889,"Melastomataceae","Tibouchina canescens (D.Don) Cogn.",9889,NA,"LFB","name ok","","Tibouchina canescens"
"227","Melastomataceae","Tibouchina francavillana Cogn.","Tibouchina francavillana Cogn.",9914,"Melastomataceae","Tibouchina francavillana Cogn.",9914,NA,"LFB","name ok","","Tibouchina francavillana"
"228","Melastomataceae","Tibouchina regnellii Cogn.","Tibouchina regnellii Cogn.",9955,"Melastomataceae","Tibouchina regnellii Cogn.",9955,NA,"LFB","name ok","","Tibouchina regnellii"
"229","Melastomataceae","Trembleya pentagona Naudin","Trembleya pentagona Naudin",9984,"Melastomataceae","Trembleya pentagona Naudin",9984,NA,"LFB","name ok","","Trembleya pentagona"
"230","Meliaceae","Guarea blanchetii C.DC.","Guarea blanchetii C.DC.",9994,"Meliaceae","Guarea blanchetii C.DC.",9994,NA,"LFB","name ok","","Guarea blanchetii"
"231","Metteniusaceae","Emmotum harleyi R.Duno","Emmotum harleyi R.Duno",103389,"Metteniusaceae","Emmotum harleyi R.Duno",103389,"Aderno-PORTUGUES-Bahia","LFB","name ok","","Emmotum harleyi"
"232","Monimiaceae","Macropeplus dentatus (Perkins) I.Santos & Peixoto","Macropeplus dentatus (Perkins) I.Santos & Peixoto",10064,"Monimiaceae","Macropeplus dentatus (Perkins) I.Santos & Peixoto",10064,NA,"LFB","name ok","","Macropeplus dentatus"
"233","Monimiaceae","Mollinedia longifolia Perkins","Mollinedia longifolia Perkins",10091,"Monimiaceae","Mollinedia longifolia Perkins",10091,NA,"LFB","name ok","","Mollinedia longifolia"
"234","Moraceae","Ficus holosericea Schott","Ficus holosericea Schott",10166,"Moraceae","Ficus holosericea Schott",10166,"apuí-PORTUGUES-Acre","LFB","name ok","","Ficus holosericea"
"235","Moraceae","Ficus lagoensis C.C.Berg & Carauta","Ficus lagoensis C.C.Berg & Carauta",10144,"Moraceae","Ficus lagoensis C.C.Berg & Carauta",10144,NA,"LFB","name ok","","Ficus lagoensis"
"236","Moraceae","Ficus organensis (Miq.) Miq.","Ficus organensis (Miq.) Miq.",10174,"Moraceae","Ficus organensis (Miq.) Miq.",10174,NA,"LFB","name ok","","Ficus organensis"
"237","Myristicaceae","Virola officinalis Warb.","Virola officinalis Warb.",10200,"Myristicaceae","Virola officinalis Warb.",10200,"Bicuhyba-vermelha-PORTUGUES-Sudeste/Bicuíba-redonda-PORTUGUES-Sudeste/Bocuva-PORTUGUES-Sudeste","LFB","name ok","","Virola officinalis"
"238","Myrtaceae","Calyptranthes grandiflora O.Berg","Calyptranthes grandiflora O.Berg",10285,"Myrtaceae","Calyptranthes grandiflora O.Berg",10285,NA,"LFB","name ok","","Calyptranthes grandiflora"
"239","Myrtaceae","Calyptranthes obovata Kiaersk.","Calyptranthes obovata Kiaersk.",10292,"Myrtaceae","Calyptranthes obovata Kiaersk.",10292,NA,"LFB","name ok","","Calyptranthes obovata"
"240","Myrtaceae","Calyptranthes rufa O.Berg","Calyptranthes rufa O.Berg",19832,"Myrtaceae","Calyptranthes rufa O.Berg",19832,NA,"LFB","name ok","","Calyptranthes rufa"
"241","Myrtaceae","Calyptranthes spruceana O.Berg","Calyptranthes spruceana O.Berg",36871,"Myrtaceae","Calyptranthes spruceana O.Berg",36871,NA,"LFB","name ok","","Calyptranthes spruceana"
"242","Myrtaceae","Campomanesia simulans M.L.Kawas.","Campomanesia simulans M.L.Kawas.",10332,"Myrtaceae","Campomanesia simulans M.L.Kawas.",10332,NA,"LFB","name ok","","Campomanesia simulans"
"243","Myrtaceae","Curitiba prismatica (D.Legrand) Salywon & Landrum","Curitiba prismatica (D.Legrand) Salywon & Landrum",10337,"Myrtaceae","Curitiba prismatica (D.Legrand) Salywon & Landrum",10337,"Guamirim-PORTUGUES-NA/Cambuí-PORTUGUES-NA/Mureira-PORTUGUES-NA/Murta-PORTUGUES-NA/Bosta-de-galinha-PORTUGUES-NA","LFB","name ok","","Curitiba prismatica"
"244","Myrtaceae","Eugenia acutata Miq.","Eugenia acutata Miq.",10339,"Myrtaceae","Eugenia acutata Miq.",10339,NA,"LFB","name ok","","Eugenia acutata"
"245","Myrtaceae","Eugenia arenaria Cambess.","Eugenia arenaria Cambess.",10344,"Myrtaceae","Eugenia arenaria Cambess.",10344,NA,"LFB","name ok","","Eugenia arenaria"
"246","Myrtaceae","Eugenia bacopari D.Legrand","Eugenia bacopari D.Legrand",10348,"Myrtaceae","Eugenia bacopari D.Legrand",10348,NA,"LFB","name ok","","Eugenia bacopari"
"247","Myrtaceae","Eugenia beaurepairiana (Kiaersk.) D.Legrand","Eugenia beaurepairiana (Kiaersk.) D.Legrand",25828,"Myrtaceae","Eugenia beaurepairiana (Kiaersk.) D.Legrand",25828,NA,"LFB","name ok","","Eugenia beaurepairiana"
"248","Myrtaceae","Eugenia capitulifera O.Berg","Eugenia capitulifera O.Berg",10365,"Myrtaceae","Eugenia capitulifera O.Berg",10365,NA,"LFB","name ok","","Eugenia capitulifera"
"249","Myrtaceae","Eugenia capparidifolia DC.","Eugenia capparidifolia DC.",36905,"Myrtaceae","Eugenia capparidifolia DC.",36905,NA,"LFB","name ok","","Eugenia capparidifolia"
"250","Myrtaceae","Eugenia chlorophylla O.Berg","Eugenia chlorophylla O.Berg",10372,"Myrtaceae","Eugenia chlorophylla O.Berg",10372,NA,"LFB","name ok","","Eugenia chlorophylla"
"251","Myrtaceae","Eugenia dichroma O.Berg","Eugenia dichroma O.Berg",10383,"Myrtaceae","Eugenia dichroma O.Berg",10383,NA,"LFB","name ok","","Eugenia dichroma"
"252","Myrtaceae","Eugenia ellipsoidea Kiaersk.","Eugenia ellipsoidea Kiaersk.",10390,"Myrtaceae","Eugenia ellipsoidea Kiaersk.",10390,NA,"LFB","name ok","","Eugenia ellipsoidea"
"253","Myrtaceae","Eugenia expansa Spring ex Mart.","Eugenia expansa Spring ex Mart.",10395,"Myrtaceae","Eugenia expansa Spring ex Mart.",10395,NA,"LFB","name ok","","Eugenia expansa"
"254","Myrtaceae","Eugenia flamingensis O.Berg","Eugenia flamingensis O.Berg",10398,"Myrtaceae","Eugenia flamingensis O.Berg",10398,NA,"LFB","name ok","","Eugenia flamingensis"
"255","Myrtaceae","Eugenia handroi (Mattos) Mattos","Eugenia handroi (Mattos) Mattos",10412,"Myrtaceae","Eugenia handroi (Mattos) Mattos",10412,NA,"LFB","name ok","","Eugenia handroi"
"256","Myrtaceae","Eugenia leptoclada O.Berg","Eugenia leptoclada O.Berg",10436,"Myrtaceae","Eugenia leptoclada O.Berg",10436,NA,"LFB","name ok","","Eugenia leptoclada"
"257","Myrtaceae","Eugenia luschnathiana (O.Berg) Klotzsch ex B.D.Jacks.","Eugenia luschnathiana (O.Berg) Klotzsch ex B.D.Jacks.",10444,"Myrtaceae","Eugenia luschnathiana (O.Berg) Klotzsch ex B.D.Jacks.",10444,NA,"LFB","name ok","","Eugenia luschnathiana"
"258","Myrtaceae","Eugenia macrantha O.Berg","Eugenia macrantha O.Berg",10447,"Myrtaceae","Eugenia macrantha O.Berg",10447,NA,"LFB","name ok","","Eugenia macrantha"
"259","Myrtaceae","Eugenia macrosperma DC.","Eugenia macrosperma DC.",10449,"Myrtaceae","Eugenia macrosperma DC.",10449,NA,"LFB","name ok","","Eugenia macrosperma"
"260","Myrtaceae","Eugenia magnifica Spring ex Mart.","Eugenia magnifica Spring ex Mart.",10451,"Myrtaceae","Eugenia magnifica Spring ex Mart.",10451,NA,"LFB","name ok","","Eugenia magnifica"
"261","Myrtaceae","Eugenia mandioccensis O.Berg","Eugenia mandioccensis O.Berg",10454,"Myrtaceae","Eugenia mandioccensis O.Berg",10454,NA,"LFB","name ok","","Eugenia mandioccensis"
"262","Myrtaceae","Eugenia monosperma Vell.","Eugenia monosperma Vell.",10461,"Myrtaceae","Eugenia monosperma Vell.",10461,NA,"LFB","name ok","","Eugenia monosperma"
"263","Myrtaceae","Eugenia neosilvestris Sobral","Eugenia neosilvestris Sobral",10475,"Myrtaceae","Eugenia neosilvestris Sobral",10475,NA,"LFB","name ok","","Eugenia neosilvestris"
"264","Myrtaceae","Eugenia oeidocarpa O.Berg","Eugenia oeidocarpa O.Berg",10480,"Myrtaceae","Eugenia oeidocarpa O.Berg",10480,NA,"LFB","name ok","","Eugenia oeidocarpa"
"265","Myrtaceae","Eugenia pantagensis O.Berg","Eugenia pantagensis O.Berg",10488,"Myrtaceae","Eugenia pantagensis O.Berg",10488,NA,"LFB","name ok","","Eugenia pantagensis"
"266","Myrtaceae","Eugenia platyphylla O.Berg","Eugenia platyphylla O.Berg",10500,"Myrtaceae","Eugenia platyphylla O.Berg",10500,NA,"LFB","name ok","","Eugenia platyphylla"
"267","Myrtaceae","Eugenia puberula Nied.","Eugenia puberula Nied.",10513,"Myrtaceae","Eugenia puberula Nied.",10513,NA,"LFB","name ok","","Eugenia puberula"
"268","Myrtaceae","Eugenia rosea DC.","Eugenia rosea DC.",25846,"Myrtaceae","Eugenia rosea DC.",25846,NA,"LFB","name ok","","Eugenia rosea"
"269","Myrtaceae","Eugenia rostrifolia D.Legrand","Eugenia rostrifolia D.Legrand",10525,"Myrtaceae","Eugenia rostrifolia D.Legrand",10525,NA,"LFB","name ok","","Eugenia rostrifolia"
"270","Myrtaceae","Eugenia schottiana O.Berg","Eugenia schottiana O.Berg",10528,"Myrtaceae","Eugenia schottiana O.Berg",10528,NA,"LFB","name ok","","Eugenia schottiana"
"271","Myrtaceae","Eugenia sphenophylla O.Berg","Eugenia sphenophylla O.Berg",10535,"Myrtaceae","Eugenia sphenophylla O.Berg",10535,NA,"LFB","name ok","","Eugenia sphenophylla"
"272","Myrtaceae","Eugenia sprengelii DC.","Eugenia sprengelii DC.",10536,"Myrtaceae","Eugenia sprengelii DC.",10536,NA,"LFB","name ok","","Eugenia sprengelii"
"273","Myrtaceae","Eugenia supraaxillaris Spring","Eugenia supraaxillaris Spring",10552,"Myrtaceae","Eugenia supraaxillaris Spring",10552,NA,"LFB","name ok","","Eugenia supraaxillaris"
"274","Myrtaceae","Eugenia umbrosa O.Berg","Eugenia umbrosa O.Berg",10559,"Myrtaceae","Eugenia umbrosa O.Berg",10559,NA,"LFB","name ok","","Eugenia umbrosa"
"275","Myrtaceae","Eugenia xanthoxyloides Cambess.","Eugenia xanthoxyloides Cambess.",10569,"Myrtaceae","Eugenia xanthoxyloides Cambess.",10569,NA,"LFB","name ok","","Eugenia xanthoxyloides"
"276","Myrtaceae","Eugenia zuccarinii O.Berg","Eugenia zuccarinii O.Berg",10571,"Myrtaceae","Eugenia zuccarinii O.Berg",10571,NA,"LFB","name ok","","Eugenia zuccarinii"
"277","Myrtaceae","Marlierea polygama (O.Berg) D.Legrand","Marlierea polygama (O.Berg) D.Legrand",10609,"Myrtaceae","Marlierea polygama (O.Berg) D.Legrand",10609,NA,"LFB","name ok","","Marlierea polygama"
"278","Myrtaceae","Marlierea teuscheriana (O.Berg) D.Legrand","Marlierea teuscheriana (O.Berg) D.Legrand",10627,"Myrtaceae","Marlierea teuscheriana (O.Berg) D.Legrand",10627,NA,"LFB","name ok","","Marlierea teuscheriana"
"279","Myrtaceae","Myrceugenia acutata D.Legrand","Myrceugenia acutata D.Legrand",62848,"Myrtaceae","Myrceugenia acutata D.Legrand",62848,NA,"LFB","name ok","","Myrceugenia acutata"
"280","Myrtaceae","Myrceugenia acutiflora (Kiaersk.) D.Legrand & Kausel","Myrceugenia acutiflora (Kiaersk.) D.Legrand & Kausel",10632,"Myrtaceae","Myrceugenia acutiflora (Kiaersk.) D.Legrand & Kausel",10632,NA,"LFB","name ok","","Myrceugenia acutiflora"
"281","Myrtaceae","Myrceugenia cucullata D.Legrand","Myrceugenia cucullata D.Legrand",10637,"Myrtaceae","Myrceugenia cucullata D.Legrand",10637,NA,"LFB","name ok","","Myrceugenia cucullata"
"282","Myrtaceae","Myrceugenia mesomischa (Burret) D.Legrand & Kausel","Myrceugenia mesomischa (Burret) D.Legrand & Kausel",10646,"Myrtaceae","Myrceugenia mesomischa (Burret) D.Legrand & Kausel",10646,NA,"LFB","name ok","","Myrceugenia mesomischa"
"283","Myrtaceae","Myrcia eugeniopsoides (D.Legrand & Kausel) Mazine","Myrcia eugeniopsoides (D.Legrand & Kausel) Mazine",605439,"Myrtaceae","Myrcia eugeniopsoides (D.Legrand & Kausel) Mazine",605439,NA,"LFB","name ok","","Myrcia eugeniopsoides"
"284","Myrtaceae","Myrcia ferruginosa Mazine","Myrcia ferruginosa Mazine",582884,"Myrtaceae","Myrcia ferruginosa Mazine",582884,NA,"LFB","name ok","","Myrcia ferruginosa"
"285","Myrtaceae","Myrcia multipunctata Mazine","Myrcia multipunctata Mazine",605440,"Myrtaceae","Myrcia multipunctata Mazine",605440,NA,"LFB",NA,"","Myrcia multipunctata"
"286","Myrtaceae","Myrcia vellozoi Mazine","Myrcia vellozoi Mazine",605441,"Myrtaceae","Myrcia vellozoi Mazine",605441,NA,"LFB","name ok","","Myrcia vellozoi"
"287","Myrtaceae","Myrciaria disticha O.Berg","Myrciaria disticha O.Berg",10790,"Myrtaceae","Myrciaria disticha O.Berg",10790,NA,"LFB","name ok","","Myrciaria disticha"
"288","Myrtaceae","Myrciaria ferruginea O.Berg","Myrciaria ferruginea O.Berg",10791,"Myrtaceae","Myrciaria ferruginea O.Berg",10791,NA,"LFB","name ok","","Myrciaria ferruginea"
"289","Myrtaceae","Myrciaria glomerata O.Berg","Myrciaria glomerata O.Berg",10795,"Myrtaceae","Myrciaria glomerata O.Berg",10795,NA,"LFB","name ok","","Myrciaria glomerata"
"290","Myrtaceae","Myrciaria guaquiea (Kiaersk.) Mattos & D.Legrand","Myrciaria guaquiea (Kiaersk.) Mattos & D.Legrand",19885,"Myrtaceae","Myrciaria guaquiea (Kiaersk.) Mattos & D.Legrand",19885,"Guaquica-PORTUGUES-NA/Ibá-cuíca-PORTUGUES-NA","LFB","name ok","","Myrciaria guaquiea"
"291","Myrtaceae","Myrciaria pilosa Sobral & Couto","Myrciaria pilosa Sobral & Couto",10798,"Myrtaceae","Myrciaria pilosa Sobral & Couto",10798,NA,"LFB","name ok","","Myrciaria pilosa"
"292","Myrtaceae","Myrciaria strigipes O.Berg","Myrciaria strigipes O.Berg",10801,"Myrtaceae","Myrciaria strigipes O.Berg",10801,NA,"LFB","name ok","","Myrciaria strigipes"
"293","Myrtaceae","Neomitranthes warmingiana (Kiaersk.) Mattos","Neomitranthes warmingiana (Kiaersk.) Mattos",10820,"Myrtaceae","Neomitranthes warmingiana (Kiaersk.) Mattos",10820,NA,"LFB","name ok","","Neomitranthes warmingiana"
"294","Myrtaceae","Siphoneugena kiaerskoviana (Burret) Kausel","Siphoneugena kiaerskoviana (Burret) Kausel",10895,"Myrtaceae","Siphoneugena kiaerskoviana (Burret) Kausel",10895,NA,"LFB","name ok","","Siphoneugena kiaerskoviana"
"295","Nyctaginaceae","Andradea floribunda Allemão","Andradea floribunda Allemão",10900,"Nyctaginaceae","Andradea floribunda Allemão",10900,"perema, tapacirica, tapaciriba, mulher pobre, cabelo de negro-PORTUGUES-Sudeste","LFB","name ok","","Andradea floribunda"
"296","Nyctaginaceae","Ramisia brasiliensis Oliv.","Ramisia brasiliensis Oliv.",10935,"Nyctaginaceae","Ramisia brasiliensis Oliv.",10935,"ticica, paudalho macho,ganha saia,siriba de flores grandes-PORTUGUES-sudeste","LFB","name ok","","Ramisia brasiliensis"
"297","Nyctaginaceae","Ramisia brasiliensis Oliv.","Ramisia brasiliensis Glaz.",120960,"Nyctaginaceae","Ramisia brasiliensis Oliv.",10935,NA,"LFB","synonym","","Ramisia brasiliensis"
"298","Ochnaceae","Ouratea multiflora (Pohl) Engl.","Ouratea multiflora (Pohl) Engl.",105592,"Ochnaceae","Ouratea multiflora (Pohl) Engl.",105592,NA,"LFB","name ok","","Ouratea multiflora"
"299","Ochnaceae","Ouratea polygyna Engl.","Ouratea polygyna Engl.",19934,"Ochnaceae","Ouratea polygyna Engl.",19934,NA,"LFB","name ok","","Ouratea polygyna"
"300","Ochnaceae","Ouratea xerophila Rizzini","Ouratea xerophila Rizzini",79462,"Ochnaceae","Ouratea xerophila Rizzini",79462,NA,"LFB","name ok","","Ouratea xerophila"
"301","Olacaceae","Cathedra rubricaulis Miers","Cathedra rubricaulis Miers",10955,"Olacaceae","Cathedra rubricaulis Miers",10955,NA,"LFB","name ok","","Cathedra rubricaulis"
"302","Olacaceae","Ximenia coriacea Engl.","Ximenia coriacea Engl.",19961,"Olacaceae","Ximenia coriacea Engl.",19961,NA,"LFB","name ok","","Ximenia coriacea"
"303","Peraceae","Pera furfuracea Müll.Arg.","Pera furfuracea Müll.Arg.",36196,"Peraceae","Pera furfuracea Müll.Arg.",36196,NA,"LFB","name ok","","Pera furfuracea"
"304","Phyllanthaceae","Phyllanthus riedelianus Müll.Arg.","Phyllanthus riedelianus Müll.Arg.",38557,"Phyllanthaceae","Phyllanthus riedelianus Müll.Arg.",38557,NA,"LFB","name ok","","Phyllanthus riedelianus"
"305","Picramniaceae","Picramnia excelsa Kuhlm. ex Pirani","Picramnia excelsa Kuhlm. ex Pirani",12596,"Picramniaceae","Picramnia excelsa Kuhlm. ex Pirani",12596,"cedrico-PORTUGUES-Sul","LFB","name ok","","Picramnia excelsa"
"306","Polygonaceae","Coccoloba oblonga Lindau","Coccoloba oblonga Lindau",13707,"Polygonaceae","Coccoloba oblonga Lindau",13707,NA,"LFB","name ok","","Coccoloba oblonga"
"307","Polygonaceae","Coccoloba schwackeana Lindau","Coccoloba schwackeana Lindau",20602,"Polygonaceae","Coccoloba schwackeana Lindau",20602,NA,"LFB","name ok","","Coccoloba schwackeana"
"308","Primulaceae","Cybianthus goyazensis Mez","Cybianthus goyazensis Mez",31457,"Primulaceae","Cybianthus goyazensis Mez",31457,NA,"LFB","name ok","","Cybianthus goyazensis"
"309","Primulaceae","Myrsine leuconeura Mart.","Myrsine leuconeura Mart.",121425,"Primulaceae","Myrsine leuconeura Mart.",121425,NA,"LFB","name ok","","Myrsine leuconeura"
"310","Primulaceae","Myrsine rubra M.F.Freitas & Kin.-Gouv.","Myrsine rubra M.F.Freitas & Kin.-Gouv.",10240,"Primulaceae","Myrsine rubra M.F.Freitas & Kin.-Gouv.",10240,NA,"LFB","name ok","","Myrsine rubra"
"311","Proteaceae","Roupala longepetiolata Pohl","Roupala longepetiolata Pohl",13798,"Proteaceae","Roupala longepetiolata Pohl",13798,"carne de vaca-PORTUGUES-Sudeste","LFB","name ok","","Roupala longepetiolata"
"312","Putranjivaceae","Drypetes sessiliflora Allemão","Drypetes sessiliflora Allemão",13806,"Putranjivaceae","Drypetes sessiliflora Allemão",13806,NA,"LFB","name ok","","Drypetes sessiliflora"
"313","Rhamnaceae","Ziziphus platyphylla Reissek","Ziziphus platyphylla Reissek",20676,"Rhamnaceae","Ziziphus platyphylla Reissek",20676,"Joazeiro-PORTUGUES-Nordeste, Sudeste/Juazeiro-PORTUGUES-Nordeste, Sudeste","LFB","name ok","","Ziziphus platyphylla"
"314","Rhamnaceae","Ziziphus undulata Reissek","Ziziphus undulata Reissek",20677,"Rhamnaceae","Ziziphus undulata Reissek",20677,"Joazeiro-PORTUGUES-Nordeste, Sudeste/Juazeiro-PORTUGUES-Nordeste, Sudeste","LFB","name ok","","Ziziphus undulata"
"315","Rubiaceae","Alseis latifolia Gleason","Alseis latifolia Gleason",20684,"Rubiaceae","Alseis latifolia Gleason",20684,"canela-de-veado-PORTUGUES-Sergipe/cravo-do-mato-PORTUGUES-Rio de Janeiro/escorrega-macaco-PORTUGUES-Maranhão/goiabeira-braba-PORTUGUES-Sergipe/pau-mole-PORTUGUES-Pernambuco/pelada-PORTUGUES-Maranhão/rim-de-veado-PORTUGUES-Bahia","LFB","name ok","","Alseis latifolia"
"316","Rubiaceae","Alseis sertaneja L. Marinho & J.G. Jardim","Alseis sertaneja L. Marinho & J.G. Jardim",603292,"Rubiaceae","Alseis sertaneja L. Marinho & J.G. Jardim",603292,"Vidro-PORTUGUES-Nordeste","LFB",NA,"","Alseis sertaneja"
"317","Rubiaceae","Appunia triphylla Ducke","Appunia triphylla Ducke",71526,"Rubiaceae","Appunia triphylla Ducke",71526,NA,"LFB","name ok","","Appunia triphylla"
"318","Rubiaceae","Bathysa mendoncaei K.Schum.","Bathysa mendoncaei K.Schum.",20689,"Rubiaceae","Bathysa mendoncaei K.Schum.",20689,NA,"LFB","name ok","","Bathysa mendoncaei"
"319","Rubiaceae","Bathysa nicholsonii K.Schum.","Bathysa nicholsonii K.Schum.",13839,"Rubiaceae","Bathysa nicholsonii K.Schum.",13839,"bapebucu-PORTUGUES-RJ/quina-do-mato-PORTUGUES-RJ","LFB","name ok","","Bathysa nicholsonii"
"320","Rubiaceae","Calycophyllum papillosum J.H.Kirkbr.","Calycophyllum papillosum J.H.Kirkbr.",13849,"Rubiaceae","Calycophyllum papillosum J.H.Kirkbr.",13849,NA,"LFB","name ok","","Calycophyllum papillosum"
"321","Rubiaceae","Calycophyllum tefense J.H.Kirkbr.","Calycophyllum tefense J.H.Kirkbr.",38665,"Rubiaceae","Calycophyllum tefense J.H.Kirkbr.",38665,NA,"LFB","name ok","","Calycophyllum tefense"
"322","Rubiaceae","Chimarrhis barbata (Ducke) Bremek.","Chimarrhis barbata (Ducke) Bremek.",38668,"Rubiaceae","Chimarrhis barbata (Ducke) Bremek.",38668,"pau amarelo-PORTUGUES-NA","LFB","name ok","","Chimarrhis barbata"
"323","Rubiaceae","Chomelia parviflora (Müll.Arg.) Müll.Arg.","Chomelia parviflora (Müll.Arg.) Müll.Arg.",32551,"Rubiaceae","Chomelia parviflora (Müll.Arg.) Müll.Arg.",32551,NA,"LFB","name ok","","Chomelia parviflora"
"324","Rubiaceae","Chomelia parvifolia (Standl.) Govaerts","Chomelia parvifolia (Standl.) Govaerts",13871,"Rubiaceae","Chomelia parvifolia (Standl.) Govaerts",13871,NA,"LFB","name ok","","Chomelia parvifolia"
"325","Rubiaceae","Chomelia pedunculosa Benth.","Chomelia pedunculosa Benth.",13872,"Rubiaceae","Chomelia pedunculosa Benth.",13872,NA,"LFB","name ok","","Chomelia pedunculosa"
"326","Rubiaceae","Coussarea accedens Müll.Arg.","Coussarea accedens Müll.Arg.",13894,"Rubiaceae","Coussarea accedens Müll.Arg.",13894,NA,"LFB","name ok","","Coussarea accedens"
"327","Rubiaceae","Coussarea andrei M.S.Pereira & M.R.V.Barbosa","Coussarea andrei M.S.Pereira & M.R.V.Barbosa",105764,"Rubiaceae","Coussarea andrei M.S.Pereira & M.R.V.Barbosa",105764,NA,"LFB","name ok","","Coussarea andrei"
"328","Rubiaceae","Coussarea capitata (Benth.) Müll.Arg.","Coussarea capitata (Benth.) Müll.Arg.",13896,"Rubiaceae","Coussarea capitata (Benth.) Müll.Arg.",13896,NA,"LFB","name ok","","Coussarea capitata"
"329","Rubiaceae","Coussarea congestiflora Müll.Arg.","Coussarea congestiflora Müll.Arg.",13898,"Rubiaceae","Coussarea congestiflora Müll.Arg.",13898,NA,"LFB","name ok","","Coussarea congestiflora"
"330","Rubiaceae","Coussarea leptopus Müll.Arg.","Coussarea leptopus Müll.Arg.",13904,"Rubiaceae","Coussarea leptopus Müll.Arg.",13904,NA,"LFB","name ok","","Coussarea leptopus"
"331","Rubiaceae","Coussarea megistophylla Standl.","Coussarea megistophylla Standl.",13905,"Rubiaceae","Coussarea megistophylla Standl.",13905,NA,"LFB","name ok","","Coussarea megistophylla"
"332","Rubiaceae","Coussarea verticillata Müll.Arg.","Coussarea verticillata Müll.Arg.",13911,"Rubiaceae","Coussarea verticillata Müll.Arg.",13911,NA,"LFB","name ok","","Coussarea verticillata"
"333","Rubiaceae","Duroia hirsutissima Steyerm.","Duroia hirsutissima Steyerm.",24440,"Rubiaceae","Duroia hirsutissima Steyerm.",24440,NA,"LFB","name ok","","Duroia hirsutissima"
"334","Rubiaceae","Duroia palustris Ducke","Duroia palustris Ducke",38767,"Rubiaceae","Duroia palustris Ducke",38767,NA,"LFB","name ok","","Duroia palustris"
"335","Rubiaceae","Faramea bicolor J.G.Jardim & Zappi","Faramea bicolor J.G.Jardim & Zappi",13948,"Rubiaceae","Faramea bicolor J.G.Jardim & Zappi",13948,NA,"LFB","name ok","","Faramea bicolor"
"336","Rubiaceae","Faramea biflora J.G.Jardim & Zappi","Faramea biflora J.G.Jardim & Zappi",13949,"Rubiaceae","Faramea biflora J.G.Jardim & Zappi",13949,NA,"LFB","name ok","","Faramea biflora"
"337","Rubiaceae","Faramea martiana Müll.Arg.","Faramea martiana Müll.Arg.",13970,"Rubiaceae","Faramea martiana Müll.Arg.",13970,NA,"LFB","name ok","","Faramea martiana"
"338","Rubiaceae","Faramea oligantha Müll.Arg.","Faramea oligantha Müll.Arg.",13980,"Rubiaceae","Faramea oligantha Müll.Arg.",13980,NA,"LFB",NA,"","Faramea oligantha"
"339","Rubiaceae","Faramea truncata (Vell.) Müll.Arg.","Faramea truncata (Vell.) Müll.Arg.",13995,"Rubiaceae","Faramea truncata (Vell.) Müll.Arg.",13995,NA,"LFB","name ok","","Faramea truncata"
"340","Rubiaceae","Ferdinandusa leucantha Standl.","Ferdinandusa leucantha Standl.",38833,"Rubiaceae","Ferdinandusa leucantha Standl.",38833,NA,"LFB","name ok","","Ferdinandusa leucantha"
"341","Rubiaceae","Guettarda hoffmannseggii Müll.Arg.","Guettarda hoffmannseggii Müll.Arg.",38869,"Rubiaceae","Guettarda hoffmannseggii Müll.Arg.",38869,NA,"LFB","name ok","","Guettarda hoffmannseggii"
"342","Rubiaceae","Guettarda hypoglauca Standl.","Guettarda hypoglauca Standl.",38870,"Rubiaceae","Guettarda hypoglauca Standl.",38870,NA,"LFB","name ok","","Guettarda hypoglauca"
"343","Rubiaceae","Isertia longifolia (Hoffmanns. ex Schult.) K.Schum.","Isertia longifolia (Hoffmanns. ex Schult.) K.Schum.",38891,"Rubiaceae","Isertia longifolia (Hoffmanns. ex Schult.) K.Schum.",38891,"abiurana (Archer 7610)-PORTUGUES-Amazônica","LFB","name ok","","Isertia longifolia"
"344","Rubiaceae","Ixora cowanii Bremek.","Ixora cowanii Bremek.",38898,"Rubiaceae","Ixora cowanii Bremek.",38898,NA,"LFB","name ok","","Ixora cowanii"
"345","Rubiaceae","Ixora martinsii Standl.","Ixora martinsii Standl.",38905,"Rubiaceae","Ixora martinsii Standl.",38905,NA,"LFB","name ok","","Ixora martinsii"
"346","Rubiaceae","Ixora schottiana Müll.Arg.","Ixora schottiana Müll.Arg.",73086,"Rubiaceae","Ixora schottiana Müll.Arg.",73086,NA,"LFB","name ok","","Ixora schottiana"
"347","Rubiaceae","Ixora truncata Müll.Arg.","Ixora truncata Müll.Arg.",73091,"Rubiaceae","Ixora truncata Müll.Arg.",73091,NA,"LFB","name ok","","Ixora truncata"
